¬ыплаты;—егмент;ƒата оплаты
46248,03;»мущество;04.11.2017
117002,49;»мущество;29.10.2018
65601,83;»мущество;24.01.2018
43724,06;»мущество;07.03.2021
283080,69;»мущество;31.05.2017
29784,74;»мущество;15.07.2021
82002,29;»мущество;24.12.2018
19982,17;»мущество;09.02.2019
42603,49;»мущество;23.09.2021
53914,15;»мущество;17.12.2021
39210,29;»мущество;28.12.2019
100160,92;»мущество;27.02.2020
66858,57;»мущество;14.11.2017
122406,48;»мущество;28.04.2019
21741,6;»мущество;13.07.2022
106822,9;»мущество;28.08.2021
153573,63;»мущество;15.08.2021
502696;»мущество;17.12.2022
19605,14;»мущество;30.04.2017
33931,98;»мущество;07.01.2019
20070,14;»мущество;29.12.2021
12064,7;»мущество;29.03.2018
64219,41;»мущество;21.06.2022
126553,72;»мущество;26.02.2022
19102,45;»мущество;04.02.2021
13824,14;»мущество;28.04.2021
28025,3;»мущество;09.11.2018
14703,86;»мущество;18.02.2022
262817,01;»мущество;12.09.2022
51149,32;»мущество;01.09.2021
20359,19;»мущество;25.11.2022
41472,42;»мущество;20.01.2021
20861,88;»мущество;23.03.2022
14955,21;»мущество;04.05.2021
116429,42;»мущество;28.07.2022
151789,06;»мущество;12.12.2022
-151789,06;»мущество;04.11.2017
151789,06;»мущество;25.03.2021
-151789,06;»мущество;08.02.2019
151789,06;»мущество;07.05.2018
316824,15;»мущество;17.05.2020
30161,76;»мущество;15.06.2021
48007,47;»мущество;10.11.2018
245984,23;»мущество;15.05.2018
125674;»мущество;13.02.2017
77917,88;»мущество;25.04.2022
43608,88;»мущество;29.06.2020
42601,9;»мущество;31.03.2022
44865,62;»мущество;09.07.2021
14556,82;»мущество;22.01.2019
207472,69;»мущество;18.11.2017
75530,07;»мущество;12.04.2022
120395,69;»мущество;29.12.2021
25511,82;»мущество;27.04.2017
21992,95;»мущество;24.07.2022
32926,59;»мущество;11.10.2020
57181,67;»мущество;13.06.2019
269947,75;»мущество;22.12.2020
34434,68;»мущество;05.02.2017
78294,9;»мущество;15.07.2017
100664,87;»мущество;14.08.2020
169282,88;»мущество;19.03.2021
502696;»мущество;29.04.2022
502696;»мущество;31.05.2021
502696;»мущество;17.12.2020
238277,9;»мущество;24.01.2021
39084,61;»мущество;10.06.2020
502696;»мущество;02.02.2020
455635,88;»мущество;05.10.2018
50772,3;»мущество;29.05.2020
106822,9;»мущество;30.11.2022
30413,11;»мущество;21.02.2018
115048,26;»мущество;23.02.2018
25386,15;»мущество;03.09.2021
28905,02;»мущество;28.11.2021
63339,7;»мущество;15.09.2019
51526,34;»мущество;24.01.2019
43860,23;»мущество;30.04.2021
203340,53;»мущество;17.08.2018
86840,73;»мущество;07.01.2017
25393,98;»мущество;22.04.2022
25386,15;»мущество;28.12.2019
33052,26;»мущество;09.05.2017
67612,61;»мущество;26.02.2020
67109,92;»мущество;02.08.2021
37702,2;»мущество;22.03.2019
38833,27;»мущество;17.01.2017
47756,12;»мущество;30.08.2021
6786,4;»мущество;23.10.2019
33680,63;»мущество;21.02.2020
284274,59;»мущество;07.06.2022
57558,69;»мущество;04.10.2019
54039,82;»мущество;28.07.2018
25386,15;»мущество;30.06.2018
66104,52;»мущество;19.09.2017
26265,87;»мущество;20.04.2018
109729,99;»мущество;13.03.2020
52531,73;»мущество;24.12.2020
8922,85;»мущество;15.08.2021
178582,75;»мущество;30.05.2017
330396,95;»мущество;31.01.2019
85835,34;»мущество;17.02.2020
37199,5;»мущество;29.05.2018
18348,4;»мущество;11.02.2020
9174,2;»мущество;13.07.2022
94632,52;»мущество;29.05.2022
12316,05;»мущество;15.07.2018
50897,97;»мущество;18.11.2022
16337,62;»мущество;30.01.2019
26391,54;»мущество;20.12.2017
39084,61;»мущество;04.11.2018
175943,6;»мущество;23.12.2018
80808,38;»мущество;18.03.2018
56678,97;»мущество;19.07.2017
35063,05;»мущество;31.05.2022
339822,5;»мущество;31.10.2018
17498,76;»мущество;27.07.2019
68115,31;»мущество;07.11.2020
10789,11;»мущество;13.12.2021
309660,74;»мущество;27.09.2018
84075,91;»мущество;17.05.2020
12693,07;»мущество;27.02.2019
502696;»мущество;13.02.2017
15080,88;»мущество;31.08.2022
57810,04;»мущество;23.09.2021
67361,26;»мущество;04.10.2021
24003,73;»мущество;13.05.2017
172424,73;»мущество;11.06.2021
31669,85;»мущество;09.07.2020
70628,79;»мущество;23.04.2018
125674;»мущество;21.08.2022
267936,97;»мущество;16.06.2020
36334,99;»мущество;14.03.2022
125674;»мущество;15.04.2018
54668,19;»мущество;03.10.2020
31795,52;»мущество;03.05.2018
77540,86;»мущество;17.12.2017
57433,02;»мущество;12.02.2018
78797,6;»мущество;30.08.2021
98528,42;»мущество;13.08.2019
16274,78;»мущество;12.03.2019
57307,34;»мущество;13.09.2020
52406,06;»мущество;07.10.2019
45368,31;»мущество;23.10.2021
279121,95;»мущество;08.11.2017
96341,69;»мущество;24.05.2018
275477,41;»мущество;08.05.2020
64596,44;»мущество;20.11.2020
24129,41;»мущество;03.07.2021
51274,99;»мущество;23.08.2019
502696;»мущество;03.07.2017
251348;»мущество;01.03.2018
39335,96;»мущество;14.04.2017
21741,6;»мущество;31.08.2022
4147,24;»мущество;28.01.2022
19856,49;»мущество;30.05.2019
62208,63;»мущество;19.10.2019
101167,57;»мущество;05.12.2022
90736,63;»мущество;15.06.2022
49389,88;»мущество;07.07.2019
18851,1;»мущество;28.10.2022
25134,8;»мущество;07.09.2018
40090,01;»мущество;21.04.2019
27271,26;»мущество;22.08.2020
30312,57;»мущество;22.11.2022
72393,95;»мущество;25.02.2017
50520,95;»мущество;15.09.2022
27625,7;»мущество;04.10.2021
53411,45;»мущество;01.05.2018
124064,12;»мущество;16.04.2018
22495,65;»мущество;18.04.2019
7414,77;»мущество;19.03.2021
174636,59;»мущество;13.06.2018
295761,19;»мущество;31.07.2017
46373,71;»мущество;18.03.2022
502696;»мущество;31.10.2022
10933,64;»мущество;28.07.2021
28402,32;»мущество;25.08.2022
10456,08;»мущество;21.08.2017
158682,72;»мущество;21.04.2021
62962,67;»мущество;01.06.2018
124668,61;»мущество;03.05.2018
29407,72;»мущество;12.04.2022
163038,87;»мущество;19.10.2018
77792,21;»мущество;17.03.2020
74414,09;»мущество;25.08.2017
20107,84;»мущество;22.07.2019
243774,88;»мущество;05.03.2020
19165,29;»мущество;25.09.2021
314,19;»мущество;24.10.2018
40969,72;»мущество;03.02.2018
311696,29;»мущество;31.10.2017
31921,2;»мущество;15.12.2017
20233,51;»мущество;13.07.2018
64470,76;»мущество;17.01.2018
33931,98;»мущество;31.12.2022
16130,26;»мущество;12.07.2020
79551,64;»мущество;08.11.2017
70126,09;»мущество;30.10.2020
135225,22;»мущество;09.07.2019
226989,87;»мущество;30.12.2017
270324,77;»мущество;20.11.2020
115117,38;»мущество;14.04.2019
119390,3;»мущество;22.06.2020
75140,48;»мущество;10.03.2020
61065;»мущество;29.08.2021
39335,96;»мущество;07.09.2021
401665,46;»мущество;27.09.2020
11310,66;»мущество;19.12.2021
19228,12;»мущество;07.12.2019
22746,99;»мущество;01.07.2021
50143,93;»мущество;15.05.2017
99910,83;»мущество;12.06.2020
19353,8;»мущество;01.02.2020
31795,52;»мущество;05.10.2021
113860,64;»мущество;11.12.2020
9551,22;»мущество;20.07.2017
67612,61;»мущество;10.04.2018
101670,27;»мущество;14.03.2021
6283,7;»мущество;08.10.2018
161616,76;»мущество;14.02.2022
37702,2;»мущество;19.07.2021
45242,64;»мущество;26.07.2021
86086,69;»мущество;03.11.2019
192281,22;»мущество;22.02.2018
13698,47;»мущество;16.05.2020
11562,01;»мущество;08.07.2018
90485,28;»мущество;14.10.2020
93752,8;»мущество;14.07.2022
31669,85;»мущество;08.06.2017
32549,57;»мущество;03.10.2020
23249,69;»мущество;19.08.2017
17211,05;»мущество;23.04.2019
53662,8;»мущество;11.11.2022
10430,94;»мущество;06.03.2020
18599,75;»мущество;04.10.2019
64018,34;»мущество;26.11.2019
31041,48;»мущество;25.05.2017
106068,86;»мущество;11.09.2021
115117,38;»мущество;26.08.2021
26140,19;»мущество;22.02.2021
48133,14;»мущество;27.11.2022
27899,63;»мущество;14.01.2020
105566,16;»мущество;15.02.2022
59695,15;»мущество;04.11.2018
17343,01;»мущество;18.03.2021
47002,08;»мущество;03.02.2021
98402,74;»мущество;14.08.2022
39335,96;»мущество;30.07.2018
35942,76;»мущество;28.03.2019
43985,9;»мущество;27.06.2021
109839,08;»мущество;01.03.2021
60323,52;»мущество;03.07.2022
96140,61;»мущество;30.08.2018
17720,03;»мущество;09.07.2021
25888,84;»мущество;10.12.2018
22998,34;»мущество;24.04.2020
12818,75;»мущество;08.01.2017
502696;»мущество;26.03.2019
43734,55;»мущество;27.04.2019
106822,9;»мущество;20.06.2017
99132,91;»мущество;03.05.2017
41975,12;»мущество;18.06.2020
134332,94;»мущество;19.02.2019
502696;»мущество;01.12.2018
23375,36;»мущество;15.11.2019
16714,64;»мущество;03.03.2022
89251,16;»мущество;22.04.2020
66732,89;»мущество;06.08.2022
28402,32;»мущество;10.06.2022
231617,18;»мущество;28.01.2022
44111,57;»мущество;07.01.2022
198954,51;»мущество;11.07.2019
55319,24;»мущество;06.03.2021
12693,07;»мущество;08.10.2020
138241,4;»мущество;09.03.2021
56176,28;»мущество;17.06.2019
74776,03;»мущество;06.02.2017
202308,3;»мущество;30.11.2021
387955,64;»мущество;22.12.2017
34811,7;»мущество;18.05.2017
23124,02;»мущество;22.05.2017
120018,67;»мущество;14.12.2018
25260,47;»мущество;11.09.2022
71131,48;»мущество;17.05.2019
12944,42;»мущество;05.03.2021
31167,15;»мущество;02.02.2021
41975,12;»мущество;18.07.2022
9802,57;»мущество;04.12.2017
8545,83;»мущество;21.05.2022
102549,98;»мущество;27.07.2022
63088,35;»мущество;17.11.2021
129569,89;»мущество;27.08.2020
13558,97;»мущество;21.07.2019
62585,65;»мущество;14.12.2022
121652,43;»мущество;09.05.2018
368224,82;»мущество;09.12.2022
64093,74;»мущество;28.03.2017
125674;»мущество;30.01.2022
10053,92;»мущество;15.06.2020
96643,31;»мущество;27.11.2018
322821,32;»мущество;14.03.2018
95260,89;»мущество;25.06.2017
9071,63;»мущество;01.12.2022
20107,84;»мущество;02.11.2017
44390,57;»мущество;05.01.2019
231994,2;»мущество;10.11.2017
199821,66;»мущество;12.08.2022
436591,48;»мущество;06.10.2018
-436591,48;»мущество;20.07.2019
436591,48;»мущество;14.12.2020
18976,77;»мущество;10.07.2020
81625,26;»мущество;03.05.2018
19730,82;»мущество;09.10.2021
43985,9;»мущество;28.10.2020
12944,42;»мущество;18.03.2021
12441,73;»мущество;22.04.2022
436717,15;»мущество;02.04.2018
255681,24;»мущество;06.06.2022
57307,34;»мущество;24.10.2019
21364,58;»мущество;11.05.2018
369230,21;»мущество;18.12.2018
226213,2;»мущество;02.06.2019
17720,03;»мущество;06.05.2020
62334,3;»мущество;11.04.2021
261904,62;»мущество;09.01.2021
23431,73;»мущество;18.07.2017
36905,55;»мущество;30.03.2019
93250,11;»мущество;20.05.2018
28025,3;»мущество;15.09.2018
29876,48;»мущество;08.06.2020
24129,41;»мущество;01.07.2017
74021,99;»мущество;23.08.2020
10305,27;»мущество;13.05.2020
152819,58;»мущество;22.10.2019
15960,6;»мущество;12.09.2020
29156,37;»мущество;27.01.2019
117882,21;»мущество;13.06.2021
428326,5;»мущество;16.10.2020
125674;»мущество;28.01.2021
16463,29;»мущество;17.08.2019
49641,23;»мущество;13.04.2017
211633,61;»мущество;12.10.2020
125674;»мущество;07.09.2017
67486,94;»мущество;29.12.2017
74399,01;»мущество;07.03.2020
358611,65;»мущество;01.11.2022
247124,56;»мущество;14.12.2020
52657,41;»мущество;23.08.2022
175943,6;»мущество;29.10.2017
16840,32;»мущество;18.03.2019
38958,94;»мущество;02.06.2022
8671,51;»мущество;16.08.2022
85206,97;»мущество;26.06.2020
12316,05;»мущество;29.07.2017
132209,05;»мущество;03.02.2017
158600,59;»мущество;03.03.2017
10682,29;»мущество;17.07.2021
110970,14;»мущество;12.03.2020
75278,73;»мущество;01.05.2019
123286,19;»мущество;14.11.2018
10807,96;»мущество;28.12.2022
17594,36;»мущество;30.01.2019
9425,55;»мущество;02.06.2020
40844,05;»мущество;26.12.2022
13824,14;»мущество;14.04.2019
9676,9;»мущество;08.09.2022
502696;»мущество;26.03.2019
16840,32;»мущество;10.06.2020
121379,24;»мущество;25.05.2021
47881,79;»мущество;07.05.2020
20610,54;»мущество;25.11.2017
58036,5;»мущество;19.08.2020
268942,36;»мущество;23.12.2021
75027,38;»мущество;24.01.2018
114111,99;»мущество;14.06.2020
31041,48;»мущество;24.02.2017
77415,18;»мущество;04.12.2017
146912,91;»мущество;26.11.2020
75278,73;»мущество;03.04.2022
52657,41;»мущество;13.01.2018
362725,45;»мущество;22.04.2022
6220,86;»мущество;08.07.2020
44111,57;»мущество;10.04.2022
341204,91;»мущество;29.11.2021
104183,75;»мущество;24.06.2017
153950,65;»мущество;05.02.2021
13195,77;»мущество;08.11.2019
38958,94;»мущество;21.04.2021
252333,28;»мущество;31.05.2018
85019,72;»мущество;25.02.2019
103304,03;»мущество;31.12.2018
125674;»мущество;09.12.2019
95637,91;»мущество;27.05.2019
27773,95;»мущество;23.01.2022
11687,68;»мущество;14.02.2022
26014,52;»мущество;29.05.2019
328637,51;»мущество;20.04.2021
447022,42;»мущество;01.12.2022
85949,71;»мущество;25.02.2020
37953,55;»мущество;14.09.2019
15457,9;»мущество;19.04.2022
42603,49;»мущество;11.03.2019
238277,9;»мущество;13.02.2020
22118,62;»мущество;23.01.2020
25009,13;»мущество;13.05.2019
42729,16;»мущество;29.04.2019
34937,37;»мущество;23.08.2017
225425,22;»мущество;08.08.2018
313906;»мущество;13.04.2020
86840,73;»мущество;03.09.2018
32046,87;»мущество;01.03.2018
60418,57;»мущество;21.01.2018
8420,16;»мущество;15.07.2022
236769,82;»мущество;25.09.2018
343592,72;»мущество;14.06.2021
52531,73;»мущество;17.03.2020
21929,16;»мущество;09.04.2017
11117,62;»мущество;12.09.2018
31418,5;»мущество;11.04.2018
238819,56;»мущество;28.02.2020
112603,9;»мущество;20.07.2018
293448,79;»мущество;13.11.2021
150808,8;»мущество;24.01.2018
111472,84;»мущество;28.08.2019
258008,72;»мущество;30.10.2017
74273,33;»мущество;08.08.2020
502696;»мущество;25.01.2021
85961,02;»мущество;25.04.2022
13824,14;»мущество;02.06.2018
16840,32;»мущество;20.06.2021
18348,4;»мущество;28.08.2020
105189,14;»мущество;14.09.2022
79740,15;»мущество;24.08.2019
23124,02;»мущество;29.05.2021
100679,95;»мущество;16.04.2018
86212,36;»мущество;15.01.2018
26014,52;»мущество;01.06.2021
45368,31;»мущество;15.10.2020
271455,84;»мущество;03.05.2017
16840,32;»мущество;05.12.2021
19534,77;»мущество;26.07.2020
32147,41;»мущество;27.10.2018
61907,95;»мущество;02.09.2018
129946,92;»мущество;04.03.2021
66858,57;»мущество;17.02.2017
29910,41;»мущество;16.03.2021
70063,26;»мущество;27.06.2017
16463,29;»мущество;07.01.2021
50269,6;»мущество;26.01.2021
502696;»мущество;19.04.2021
28276,65;»мущество;21.03.2017
62585,65;»мущество;25.12.2021
55924,93;»мущество;09.11.2021
102974,26;»мущество;01.09.2017
90108,26;»мущество;13.06.2018
9186,77;»мущество;13.07.2020
442138,71;»мущество;07.07.2017
55081,66;»мущество;18.08.2021
73016,59;»мущество;13.09.2022
25763,17;»мущество;11.10.2017
92998,76;»мущество;11.06.2017
60449,19;»мущество;26.06.2021
24255,08;»мущество;20.07.2022
44237,25;»мущество;10.10.2019
125674;»мущество;22.07.2021
28779,35;»мущество;22.06.2018
35314,39;»мущество;01.04.2017
261527,59;»мущество;31.05.2017
62962,67;»мущество;10.10.2020
27145,58;»мущество;10.05.2020
30287,43;»мущество;04.09.2020
71005,81;»мущество;04.05.2019
116122,78;»мущество;23.09.2018
81688,1;»мущество;31.01.2018
56427,63;»мущество;02.11.2018
152191,21;»мущество;27.01.2021
61580,26;»мущество;15.12.2019
502696;»мущество;16.05.2021
91113,65;»мущество;09.05.2017
52280,38;»мущество;30.06.2020
162245,13;»мущество;22.03.2020
41095,4;»мущество;13.09.2017
12567,4;»мущество;03.07.2018
156459,45;»мущество;09.03.2018
31732,69;»мущество;29.07.2020
473896,55;»мущество;16.05.2019
21113,23;»мущество;08.02.2020
26768,56;»мущество;03.07.2019
21238,91;»мущество;31.01.2020
70377,44;»мущество;20.02.2019
292569,07;»мущество;12.08.2017
125674;»мущество;04.07.2017
160385,33;»мущество;02.04.2021
117253,84;»мущество;03.11.2018
115620,08;»мущество;04.04.2020
39712,98;»мущество;14.03.2019
16588,97;»мущество;31.05.2022
486609,73;»мущество;18.06.2020
16840,32;»мущество;19.06.2021
106948,57;»мущество;08.12.2019
20512,42;»мущество;30.09.2021
168277,49;»мущество;03.06.2018
125674;»мущество;28.01.2017
23878,06;»мущество;13.11.2020
13321,44;»мущество;22.05.2021
465598,9;»мущество;01.04.2022
37862,25;»мущество;15.01.2018
165638,33;»мущество;13.01.2021
69120,7;»мущество;24.10.2021
125674;»мущество;07.04.2018
55045,21;»мущество;28.06.2017
60449,19;»мущество;28.12.2017
22244,3;»мущество;14.01.2022
66607,22;»мущество;20.12.2017
113106,6;»мущество;21.08.2017
37702,2;»мущество;27.04.2022
43294,69;»мущество;02.03.2021
14075,49;»мущество;21.01.2020
9676,9;»мущество;19.06.2022
220576,49;»мущество;10.07.2017
92873,09;»мущество;11.02.2022
30086,36;»мущество;18.07.2021
60197,85;»мущество;07.01.2022
163627,55;»мущество;13.10.2019
62275,24;»мущество;04.08.2021
160988,39;»мущество;22.04.2018
441250,21;»мущество;07.05.2020
23501,04;»мущество;10.06.2017
37576,53;»мущество;11.01.2021
10305,27;»мущество;02.02.2020
119388,41;»мущество;12.09.2017
15834,92;»мущество;24.01.2022
54291,17;»мущество;31.03.2021
17594,36;»мущество;01.02.2017
10179,59;»мущество;26.06.2019
427900,53;»мущество;27.11.2021
34686,02;»мущество;19.06.2020
28528;»мущество;29.06.2018
21741,6;»мущество;21.08.2018
190125,91;»мущество;29.04.2017
47655,58;»мущество;30.11.2022
375011,22;»мущество;29.01.2021
37576,53;»мущество;21.02.2019
74776,03;»мущество;06.10.2018
303125,69;»мущество;11.08.2020
43124,95;»мущество;01.12.2018
305639,17;»мущество;24.11.2022
349122,37;»мущество;01.04.2018
74273,33;»мущество;07.10.2021
13195,77;»мущество;05.08.2022
169534,23;»мущество;08.08.2019
20233,51;»мущество;14.01.2019
73142,27;»мущество;01.11.2022
48761,51;»мущество;16.03.2017
107137,09;»мущество;06.08.2022
182682,32;»мущество;21.03.2018
75655,75;»мущество;25.10.2018
40090,01;»мущество;05.02.2018
87594,78;»мущество;28.03.2019
47881,79;»мущество;16.08.2022
17845,71;»мущество;25.03.2019
54156,7;»мущество;03.02.2017
17217,34;»мущество;14.02.2022
188511;»мущество;10.09.2020
88348,82;»мущество;27.05.2022
22998,34;»мущество;09.05.2017
10053,92;»мущество;24.01.2019
11276,73;»мущество;01.04.2019
205225,64;»мущество;12.02.2019
15457,9;»мущество;21.08.2020
31795,52;»мущество;25.06.2019
60197,85;»мущество;04.01.2021
428019,25;»мущество;30.12.2017
329642,9;»мущество;28.06.2020
41849,44;»мущество;07.09.2018
122280,8;»мущество;17.06.2021
318041,94;»мущество;19.03.2020
100287,85;»мущество;07.11.2022
344481,68;»мущество;10.06.2017
18976,77;»мущество;19.10.2018
29156,37;»мущество;14.08.2022
43483,2;»мущество;13.05.2019
27648,28;»мущество;25.10.2021
45493,99;»мущество;21.04.2018
10682,29;»мущество;02.08.2017
24380,76;»мущество;15.01.2020
17468,69;»мущество;23.11.2020
31292,83;»мущество;12.09.2019
295836,6;»мущество;04.12.2022
246949,41;»мущество;08.01.2017
23878,06;»мущество;29.07.2020
224328,09;»мущество;12.12.2017
45368,31;»мущество;20.06.2021
23501,04;»мущество;15.02.2022
125674;»мущество;04.12.2017
164507,27;»мущество;27.02.2019
271078,82;»мущество;29.10.2019
167498,31;»мущество;18.01.2021
40935,79;»мущество;04.03.2018
151273,79;»мущество;21.05.2021
4398,59;»мущество;26.06.2017
230333,48;»мущество;08.07.2022
15080,88;»мущество;12.07.2021
52531,73;»мущество;16.02.2019
36445,46;»мущество;27.06.2022
111472,84;»мущество;03.10.2022
57056;»мущество;26.05.2020
30161,76;»мущество;06.10.2018
79174,62;»мущество;29.11.2017
117379,52;»мущество;16.11.2020
370235,6;»мущество;08.06.2021
110833,13;»мущество;11.05.2018
29282,04;»мущество;13.08.2017
60848,84;»мущество;09.06.2022
119578,81;»мущество;16.05.2020
8583,53;»мущество;05.10.2020
56678,97;»мущество;20.02.2021
50395,27;»мущество;17.07.2017
70628,79;»мущество;08.10.2021
109839,08;»мущество;28.12.2017
37325,18;»мущество;05.05.2017
79174,62;»мущество;27.10.2019
83698,88;»мущество;23.07.2020
122532,15;»мущество;30.03.2018
102424,31;»мущество;12.04.2022
236055,99;»мущество;11.01.2019
334041,49;»мущество;08.09.2019
48887,19;»мущество;11.11.2018
-48887,19;»мущество;31.10.2018
48887,19;»мущество;12.07.2019
12818,75;»мущество;23.03.2022
13278,71;»мущество;23.11.2018
69402,21;»мущество;22.03.2019
93752,8;»мущество;06.03.2022
30790,13;»мущество;10.03.2019
154579,02;»мущество;30.08.2021
28779,35;»мущество;04.04.2018
39587,31;»мущество;24.01.2020
84704,28;»мущество;18.01.2019
66481,55;»мущество;25.05.2019
65393,21;»мущество;05.09.2019
51777,69;»мущество;24.06.2020
31795,52;»мущество;03.12.2019
10556,62;»мущество;15.10.2017
435963,11;»мущество;12.12.2018
16714,64;»мущество;11.06.2022
52908,75;»мущество;24.01.2021
117253,84;»мущество;04.10.2021
131706,35;»мущество;10.09.2018
236141,45;»мущество;23.03.2020
11310,66;»мущество;19.03.2018
56930,32;»мущество;11.04.2017
29910,41;»мущество;04.01.2017
32675,24;»мущество;25.10.2020
109839,08;»мущество;20.06.2020
15834,92;»мущество;01.08.2018
119464,45;»мущество;04.09.2017
114237,67;»мущество;22.03.2018
53914,15;»мущество;02.08.2019
79928,66;»мущество;27.05.2020
22998,34;»мущество;21.04.2022
36445,46;»мущество;25.11.2020
35455,63;»мущество;11.08.2022
53160,1;»мущество;25.08.2021
246698,06;»мущество;01.01.2020
-246698,06;»мущество;17.08.2019
26517,21;»мущество;06.07.2022
18554,51;»мущество;15.11.2022
43483,2;»мущество;15.05.2022
195012,12;»мущество;07.11.2020
77917,88;»мущество;26.03.2017
12944,42;»мущество;06.08.2019
312299,89;»мущество;13.06.2022
418745,77;»мущество;23.03.2017
12441,73;»мущество;04.02.2020
-12441,73;»мущество;22.01.2021
12441,73;»мущество;07.12.2019
71382,83;»мущество;28.06.2017
102298,64;»мущество;24.12.2020
13824,14;»мущество;02.09.2017
103618,21;»мущество;08.06.2022
45368,31;»мущество;26.03.2017
16086,27;»мущество;11.05.2019
38079,22;»мущество;10.04.2020
182836,72;»мущество;05.11.2019
56678,97;»мущество;13.02.2020
51274,99;»мущество;17.10.2022
94758,2;»мущество;05.12.2022
166965,45;»мущество;16.07.2022
502696;»мущество;27.06.2019
271455,84;»мущество;26.02.2017
170916,64;»мущество;04.05.2018
139623,81;»мущество;24.12.2022
108770,85;»мущество;20.04.2021
25436,42;»мущество;20.04.2018
107541,76;»мущество;16.04.2019
25332,66;»мущество;22.02.2022
85458,32;»мущество;13.03.2022
95782,44;»мущество;02.03.2018
68995,03;»мущество;11.07.2019
29784,74;»мущество;10.01.2021
207362,1;»мущество;19.08.2019
27497,47;»мущество;31.07.2021
17658,45;»мущество;02.11.2017
17217,34;»мущество;01.09.2017
15583,58;»мущество;06.06.2017
69246,37;»мущество;21.11.2020
50772,3;»мущество;13.05.2019
100539,2;»мущество;09.11.2020
8922,85;»мущество;16.12.2021
48133,14;»мущество;18.08.2021
114614,69;»мущество;30.11.2018
121815,81;»мущество;04.12.2017
36948,16;»мущество;02.08.2021
14452,51;»мущество;22.06.2020
18348,4;»мущество;09.12.2018
59820,82;»мущество;09.08.2017
66858,57;»мущество;29.11.2022
24408,4;»мущество;14.05.2020
207236,43;»мущество;01.05.2017
37576,53;»мущество;19.03.2018
27145,58;»мущество;31.05.2020
125674;»мущество;14.07.2020
19982,17;»мущество;29.09.2018
61033,05;»мущество;25.09.2017
39712,98;»мущество;20.06.2021
164507,27;»мущество;02.01.2021
51023,64;»мущество;13.04.2019
90736,63;»мущество;14.01.2019
35942,76;»мущество;27.02.2018
391977,21;»мущество;16.07.2019
206733,73;»мущество;26.10.2022
38173,48;»мущество;14.03.2020
5403,98;»мущество;01.05.2019
13949,81;»мущество;17.05.2021
159857,33;»мущество;06.05.2021
125674;»мущество;11.04.2020
106822,9;»мущество;01.05.2018
285665,22;»мущество;27.01.2018
111975,53;»мущество;01.10.2019
39964,33;»мущество;17.04.2019
84578,6;»мущество;22.03.2020
59443,8;»мущество;07.06.2018
8475,61;»мущество;30.01.2020
152065,54;»мущество;21.01.2021
178331,41;»мущество;26.09.2017
32549,57;»мущество;10.07.2017
98528,42;»мущество;19.11.2019
244129,29;»мущество;22.08.2021
288547,5;»мущество;22.12.2022
23023,43;»мущество;07.08.2017
18851,1;»мущество;27.05.2017
42006,64;»мущество;15.02.2022
438350,91;»мущество;18.08.2022
61328,91;»мущество;08.03.2021
11813,36;»мущество;01.06.2019
27219,73;»мущество;27.02.2018
31418,5;»мущество;10.04.2019
31669,85;»мущество;02.04.2017
44111,57;»мущество;29.08.2017
25009,13;»мущество;19.07.2017
70595,48;»мущество;25.06.2021
103626,68;»мущество;15.06.2019
74147,66;»мущество;16.11.2021
19043,38;»мущество;05.10.2017
125674;»мущество;29.10.2021
67698,27;»мущество;21.03.2020
473162,61;»мущество;20.07.2019
126805,07;»мущество;12.08.2019
54793,86;»мущество;19.04.2019
107325,6;»мущество;04.05.2017
86526,55;»мущество;14.06.2022
70377,44;»мущество;29.06.2017
213645,8;»мущество;21.08.2021
37953,55;»мущество;29.12.2021
294090,91;»мущество;22.11.2022
25637,5;»мущество;09.07.2021
273269,32;»мущество;10.08.2022
191150,15;»мущество;29.10.2017
15084,65;»мущество;08.04.2020
11562,01;»мущество;17.05.2017
11310,66;»мущество;07.10.2019
47756,12;»мущество;12.08.2018
40844,05;»мущество;27.08.2020
141006,23;»мущество;15.10.2022
26265,87;»мущество;01.08.2021
51274,99;»мущество;17.08.2021
105566,16;»мущество;19.03.2018
96391,96;»мущество;28.02.2022
13824,14;»мущество;29.05.2018
15834,92;»мущество;03.12.2020
55924,93;»мущество;13.07.2019
40467,03;»мущество;28.04.2017
11184,99;»мущество;22.08.2020
18524,35;»мущество;19.06.2019
114740,36;»мущество;08.01.2021
185243,48;»мущество;21.01.2020
75781,42;»мущество;03.08.2019
125311,05;»мущество;03.03.2018
502696;»мущество;06.06.2017
35817,09;»мущество;15.09.2017
17720,03;»мущество;01.05.2017
106194,53;»мущество;21.07.2021
34560,35;»мущество;23.10.2019
445011,63;»мущество;25.05.2017
72136,88;»мущество;15.12.2019
190521,78;»мущество;03.04.2021
10592,5;»мущество;29.11.2020
148043,97;»мущество;07.02.2018
14326,84;»мущество;04.03.2019
25009,13;»мущество;01.05.2019
111347,16;»мущество;22.07.2021
95009,54;»мущество;15.09.2019
11562,01;»мущество;05.12.2018
32298,22;»мущество;09.11.2018
67863,96;»мущество;23.03.2022
197056,83;»мущество;17.07.2019
44865,62;»мущество;03.09.2020
55422,23;»мущество;11.07.2020
203089,18;»мущество;02.03.2019
107325,6;»мущество;16.05.2017
125422,65;»мущество;12.03.2018
37944,52;»мущество;10.11.2020
50269,6;»мущество;01.03.2017
20736,21;»мущество;10.03.2018
