¬ыплаты;—егмент;ƒата оплаты
33680,63;»мущество;22.09.2020
12316,05;»мущество;22.06.2020
63842,39;»мущество;14.03.2021
256374,96;»мущество;26.09.2019
43860,23;»мущество;27.06.2018
27648,28;»мущество;26.01.2017
67989,63;»мущество;12.05.2020
21364,58;»мущество;03.10.2020
125674;»мущество;25.06.2017
81059,73;»мущество;01.07.2017
109839,08;»мущество;24.11.2018
21461,35;»мущество;05.04.2020
48761,51;»мущество;31.08.2022
43734,55;»мущество;21.06.2018
107756,04;»мущество;15.11.2019
34318,31;»мущество;09.08.2022
254489,85;»мущество;26.12.2022
272838,25;»мущество;17.01.2021
23410,94;»мущество;27.01.2022
151711,29;»мущество;04.11.2018
34434,68;»мущество;04.01.2021
31544,17;»мущество;30.01.2018
26611,47;»мущество;22.06.2018
31950,1;»мущество;06.03.2017
254741,2;»мущество;10.12.2019
20233,51;»мущество;24.08.2021
16211,95;»мущество;16.12.2021
52657,41;»мущество;29.08.2021
167272,09;»мущество;19.01.2018
67361,26;»мущество;22.01.2017
31544,17;»мущество;18.01.2017
20987,56;»мущество;05.07.2022
97900,05;»мущество;25.01.2022
135979,27;»мущество;07.01.2021
18097,06;»мущество;27.03.2021
55422,23;»мущество;18.01.2021
111437,84;»мущество;18.01.2020
15707,21;»мущество;31.05.2018
103429,7;»мущество;31.12.2019
489248,88;»мущество;01.11.2018
381452,01;»мущество;20.07.2020
48133,14;»мущество;13.11.2022
18222,73;»мущество;13.01.2020
36571,13;»мущество;26.09.2022
250065,42;»мущество;30.06.2021
125296,98;»мущество;03.07.2018
101418,92;»мущество;12.02.2021
20107,84;»мущество;05.10.2017
75153,05;»мущество;02.08.2018
12167,76;»мущество;12.08.2018
21992,95;»мущество;28.10.2020
449787,25;»мущество;15.01.2017
72845,68;»мущество;24.04.2020
84829,95;»мущество;22.12.2019
24255,08;»мущество;23.09.2017
27019,91;»мущество;23.09.2018
21364,58;»мущество;08.11.2020
40592,7;»мущество;22.09.2020
19730,82;»мущество;19.12.2017
105189,14;»мущество;10.10.2021
186248,87;»мущество;02.03.2018
125674;»мущество;05.09.2020
144650,77;»мущество;21.05.2019
10807,96;»мущество;30.04.2019
8922,85;»мущество;22.12.2022
-8922,85;»мущество;03.07.2022
8922,85;»мущество;16.10.2021
26140,19;»мущество;08.02.2020
19479,47;»мущество;05.10.2021
26920,16;»мущество;05.10.2022
10921,07;»мущество;29.09.2018
103178,35;»мущество;07.09.2018
19380,5;»мущество;22.12.2020
18348,4;»мущество;04.04.2021
40341,35;»мущество;06.01.2021
150934,47;»мущество;06.08.2017
83698,88;»мущество;12.08.2019
13452,31;»мущество;26.03.2018
46625,05;»мущество;25.09.2017
60197,85;»мущество;05.07.2018
203340,53;»мущество;03.04.2017
51274,99;»мущество;07.07.2019
26391,54;»мущество;09.10.2022
82693,49;»мущество;03.01.2020
106445,88;»мущество;24.03.2017
19856,49;»мущество;24.11.2022
120395,69;»мущество;06.05.2019
12944,42;»мущество;25.06.2020
38456,24;»мущество;03.04.2019
156087,11;»мущество;25.05.2019
26720,3;»мущество;24.01.2021
18960,44;»мущество;25.07.2017
181069,13;»мущество;15.02.2020
31512,76;»мущество;27.01.2022
125674;»мущество;18.02.2018
22244,3;»мущество;17.05.2018
30487,26;»мущество;14.10.2018
292317,72;»мущество;24.05.2020
11893,79;»мущество;06.08.2021
45745,34;»мущество;06.11.2018
24003,73;»мущество;19.01.2021
48364,38;»мущество;13.08.2019
22495,65;»мущество;30.11.2018
314,19;»мущество;14.08.2018
46373,71;»мущество;17.03.2020
233250,94;»мущество;17.07.2017
151060,15;»мущество;11.08.2022
219301,13;»мущество;27.12.2019
85961,02;»мущество;03.03.2019
21831,06;»мущество;05.10.2018
24380,76;»мущество;26.11.2019
39335,96;»мущество;16.06.2022
100765,41;»мущество;08.11.2021
78043,55;»мущество;24.09.2021
113357,95;»мущество;13.07.2020
13447,12;»мущество;04.08.2019
334292,84;»мущество;01.05.2017
11184,99;»мущество;22.03.2019
34897,32;»мущество;25.10.2021
77666,53;»мущество;02.12.2020
45871,01;»мущество;05.07.2021
17845,71;»мущество;10.05.2017
107233,89;»мущество;12.01.2020
125674;»мущество;06.02.2020
30790,13;»мущество;26.09.2022
46449,11;»мущество;17.10.2022
6535,05;»мущество;03.12.2022
52623,05;»мущество;31.01.2022
54039,82;»мущество;30.08.2020
324398,07;»мущество;28.03.2017
125674;»мущество;21.04.2020
17971,38;»мущество;30.04.2019
197810,88;»мущество;07.09.2020
31041,48;»мущество;25.07.2018
14075,49;»мущество;14.12.2020
13196,99;»мущество;13.08.2018
252484,28;»мущество;25.04.2019
14201,16;»мущество;17.03.2021
85332,65;»мущество;28.07.2017
10027,94;»мущество;27.12.2017
56398,72;»мущество;03.06.2019
71005,81;»мущество;17.07.2020
42037,95;»мущество;26.01.2019
56804,65;»мущество;12.03.2019
30790,13;»мущество;04.10.2018
14075,49;»мущество;25.09.2019
107702,62;»мущество;14.01.2017
57935,71;»мущество;20.05.2022
17845,71;»мущество;26.12.2020
193663,63;»мущество;28.04.2017
26155,27;»мущество;03.02.2018
34297,74;»мущество;09.11.2017
23752,39;»мущество;10.09.2018
16714,64;»мущество;25.08.2017
34434,68;»мущество;15.12.2022
26138,13;»мущество;30.03.2019
38958,94;»мущество;30.10.2018
79551,64;»мущество;07.10.2018
88455,64;»мущество;01.07.2022
63465,37;»мущество;08.11.2022
31669,85;»мущество;21.10.2020
49012,86;»мущество;13.12.2020
32675,24;»мущество;26.07.2019
11436,33;»мущество;05.01.2021
134094,16;»мущество;02.01.2020
39964,33;»мущество;12.09.2018
261024,9;»мущество;08.03.2020
90359,61;»мущество;29.01.2018
59820,82;»мущество;23.11.2021
59407,36;»мущество;08.01.2018
22945,56;»мущество;22.06.2020
111849,86;»мущество;10.10.2020
105006,91;»мущество;12.01.2019
60197,85;»мущество;28.05.2021
29659,06;»мущество;25.03.2020
37199,5;»мущество;19.01.2020
76880,87;»мущество;07.02.2022
74273,33;»мущество;11.05.2018
50018,25;»мущество;23.07.2018
31292,83;»мущество;03.12.2019
32298,22;»мущество;17.03.2018
463862,73;»мущество;13.07.2017
68366,66;»мущество;15.07.2017
46122,36;»мущество;31.12.2020
19353,8;»мущество;24.01.2019
24632,1;»мущество;22.07.2018
129695,57;»мущество;20.12.2021
51506,23;»мущество;12.02.2019
211286,79;»мущество;09.09.2018
66607,22;»мущество;29.06.2017
72765,25;»мущество;05.08.2021
167774,79;»мущество;10.10.2021
56553,3;»мущество;28.07.2018
17594,36;»мущество;14.08.2022
68366,66;»мущество;17.08.2022
37073,83;»мущество;13.08.2020
450283,66;»мущество;06.06.2019
11939,03;»мущество;02.09.2022
97397,35;»мущество;25.03.2021
43269,56;»мущество;13.05.2021
77055,38;»мущество;11.03.2019
18976,77;»мущество;23.04.2020
30059,25;»мущество;27.10.2021
100287,85;»мущество;20.07.2018
7540,44;»мущество;30.01.2018
220809,22;»мущество;15.07.2021
31795,52;»мущество;20.04.2021
20987,56;»мущество;28.06.2020
36822,48;»мущество;22.03.2020
74147,66;»мущество;25.12.2020
159480,31;»мущество;03.09.2018
14077,36;»мущество;11.08.2022
317783,05;»мущество;30.11.2022
121149,74;»мущество;19.12.2018
123286,19;»мущество;19.10.2017
111849,86;»мущество;03.10.2019
16588,97;»мущество;27.06.2017
502696;»мущество;17.12.2022
177577,36;»мущество;10.12.2017
125674;»мущество;22.03.2020
54039,82;»мущество;08.08.2020
309158,04;»мущество;04.09.2019
20459,73;»мущество;31.01.2021
163124,85;»мущество;14.03.2018
61494,8;»мущество;29.11.2021
9048,53;»мущество;08.11.2020
131200,09;»мущество;05.04.2022
33806,31;»мущество;22.11.2022
457579,03;»мущество;09.06.2017
144902,12;»мущество;10.09.2019
502696;»мущество;22.03.2022
26642,89;»мущество;04.02.2022
27019,91;»мущество;05.03.2017
43734,55;»мущество;09.06.2021
63968,07;»мущество;10.09.2020
45368,31;»мущество;02.02.2022
29784,74;»мущество;04.02.2022
124291,59;»мущество;13.05.2018
16840,32;»мущество;18.04.2022
101167,57;»мущество;05.04.2017
62837;»мущество;02.12.2017
16211,95;»мущество;13.09.2019
350002,09;»мущество;23.06.2018
55296,56;»мущество;16.06.2020
39225,37;»мущество;12.03.2017
54291,17;»мущество;27.09.2019
113106,6;»мущество;20.03.2019
75150,9;»мущество;21.09.2017
30790,13;»мущество;21.09.2020
206482,38;»мущество;11.05.2021
176446,3;»мущество;13.07.2021
75278,73;»мущество;24.02.2017
37827,87;»мущество;25.09.2022
45242,64;»мущество;17.01.2019
171167,99;»мущество;03.02.2020
233627,97;»мущество;25.04.2021
34674,71;»мущество;23.08.2022
31544,17;»мущество;06.07.2021
65224,81;»мущество;27.09.2017
502696;»мущество;16.07.2019
16714,64;»мущество;08.03.2019
14361,64;»мущество;24.11.2022
228475,33;»мущество;19.10.2022
29533,39;»мущество;04.07.2020
18976,77;»мущество;30.07.2019
256123,61;»мущество;03.01.2019
46373,71;»мущество;29.08.2017
67235,59;»мущество;29.03.2021
185080,73;»мущество;12.12.2020
20359,19;»мущество;30.04.2021
27396,93;»мущество;29.09.2018
75349,1;»мущество;14.12.2018
13572,79;»мущество;21.12.2017
16211,95;»мущество;06.03.2020
86999,08;»мущество;20.12.2019
94255,5;»мущество;04.10.2022
74147,66;»мущество;06.02.2021
35063,05;»мущество;09.11.2018
122532,15;»мущество;27.03.2019
164004,57;»мущество;11.05.2021
125674;»мущество;19.11.2020
13196,03;»мущество;28.02.2022
15457,9;»мущество;30.05.2017
29784,74;»мущество;26.05.2021
22746,99;»мущество;15.04.2022
28025,3;»мущество;01.08.2022
78546,25;»мущество;18.06.2018
179965,17;»мущество;25.11.2021
49892,58;»мущество;30.09.2018
63010,43;»мущество;16.02.2019
21867,28;»мущество;08.12.2022
68988,74;»мущество;20.01.2017
24129,41;»мущество;24.02.2018
48540,33;»мущество;18.08.2018
15583,58;»мущество;07.04.2020
14075,49;»мущество;27.08.2019
22746,99;»мущество;06.05.2017
70377,44;»мущество;08.02.2018
